Product Name,Category,Total Qty,Wishlists,Buy Price,Sell Price,URL,Barcode,Manufacturer SKU,ASIN,MSRP,Brand,Weight,Description,Max Qty,Domestic Only,Tax Exempt
"Gishath, Sun's Avatar - Foil",Ixalan,1,0,0.00,24.99,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/gishath_suns_avatar__foil/1535203,,,B075NTV1MQ,0.00,"",0.005,"",4,,false
Glacial Fortress - Foil,Ixalan,0,0,0.00,14.99,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/glacial_fortress__foil/1535213,"","",B075NSV8PH,0.00,"",0.005,"",4,false,false
Goring Ceratops - Foil,Ixalan,1,0,0.00,1.49,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/goring_ceratops__foil/1535223,,,B075NVQ5SF,0.00,"",0.005,"",4,,false
Dire Fleet Captain,Ixalan,8,0,0.00,0.50,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/dire_fleet_captain/1535233,,,B075NTJSF6,0.00,"",0.005,"",4,,false
Dire Fleet Captain - Foil,Ixalan,2,0,0.00,0.99,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/dire_fleet_captain__foil/1535243,,,B075NVCDN9,0.00,"",0.005,"",4,,false
Dusk Legion Dreadnought,Ixalan,14,0,0.00,0.50,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/dusk_legion_dreadnought/1535253,,,B075NTYSBX,0.00,"",0.005,"",4,,false
Headwater Sentries,Ixalan,60,0,0.00,0.25,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/headwater_sentries/1535263,,,B075NV98NG,0.00,"",0.005,"",4,,false
Dusk Legion Dreadnought - Foil,Ixalan,2,0,0.00,0.99,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/dusk_legion_dreadnought__foil/1535273,,,B075NTVFD6,0.00,"",0.005,"",4,,false
Headwater Sentries - Foil,Ixalan,3,0,0.00,0.50,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/headwater_sentries__foil/1535283,,,B075NTT3NN,0.00,"",0.005,"",4,,false
Drover of the Mighty,Ixalan,13,0,0.00,0.50,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/drover_of_the_mighty/1535293,,,B075NW3QM8,0.00,"",0.005,"",4,,false
Favorable Winds,Ixalan,6,0,0.00,0.50,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/favorable_winds/1535303,,,B075NWC1TJ,0.00,"",0.005,"",4,,false
Drover of the Mighty - Foil,Ixalan,0,0,0.00,1.49,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/drover_of_the_mighty__foil/1535313,,,B075NXW6ZS,0.00,"",0.005,"",4,,false
Favorable Winds - Foil,Ixalan,1,0,0.00,0.99,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/favorable_winds__foil/1535323,,,B075NXTX5L,0.00,"",0.005,"",4,,false
Duress,Ixalan,44,0,0.00,0.25,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/duress/1535333,,,B075NXKR7K,0.00,"",0.005,"",4,,false
Duskborne Skymarcher,Ixalan,16,0,0.00,0.50,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/duskborne_skymarcher/1535343,,,B075NXWCNM,0.00,"",0.005,"",4,,false
Duress - Foil,Ixalan,4,0,0.00,1.49,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/duress__foil/1535353,,,B075NY43RX,0.00,"",0.005,"",4,,false
Duskborne Skymarcher - Foil,Ixalan,5,0,0.00,0.99,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/duskborne_skymarcher__foil/1535363,,,B075NXYV97,0.00,"",0.005,"",4,,false
Dinosaur Stampede,Ixalan,13,0,0.00,0.50,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/dinosaur_stampede/1535373,,,B075NXLTJW,0.00,"",0.005,"",4,,false
Fell Flagship,Ixalan,29,0,0.00,0.99,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/fell_flagship/1535383,,,B075NYCC7N,0.00,"",0.005,"",4,,false
Grazing Whiptail,Ixalan,60,0,0.00,0.25,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/grazing_whiptail/1535393,,,B075NX27HB,0.00,"",0.005,"",4,,false
"Growing Rites of Itlimoc // Itlimoc, Cradle of the Sun",Ixalan,0,0,0.00,14.99,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/growing_rites_of_itlimoc__itlimoc_cradle_of_the_sun/1535403,,,B075NYGJYY,0.00,"",0.005,"",4,,false
Dinosaur Stampede - Foil,Ixalan,0,0,0.00,0.99,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/dinosaur_stampede__foil/1535413,,,B075QM7WZ6,0.00,"",0.005,"",4,,false
Fell Flagship - Foil,Ixalan,2,0,0.00,1.49,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/fell_flagship__foil/1535423,,,B075QM6MSC,0.00,"",0.005,"",4,,false
Grazing Whiptail - Foil,Ixalan,4,0,0.00,0.50,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/grazing_whiptail__foil/1535433,,,B075QLNBBN,0.00,"",0.005,"",4,,false
"Growing Rites of Itlimoc // Itlimoc, Cradle of the Sun  - Foil",Ixalan,0,0,0.00,24.99,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/growing_rites_of_itlimoc__itlimoc_cradle_of_the_sun__foil/1535443,,,B075QLSBYB,0.00,"",0.005,"",4,,false
Dowsing Dagger // Lost Vale,Ixalan,2,0,0.00,1.49,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/dowsing_dagger__lost_vale/1535453,,"",B075QMLT6L,0.00,"",0.005,"",4,,false
Dowsing Dagger // Lost Vale - Foil,Ixalan,0,0,0.00,2.99,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/dowsing_dagger__lost_vale__foil/1535463,,"",B075QLZNWX,0.00,"",0.005,"",4,,false
Dire Fleet Ravager,Ixalan,3,0,0.00,1.49,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/dire_fleet_ravager/1535473,,,B075QN97QN,0.00,"",0.005,"",4,,false
Dire Fleet Ravager - Foil,Ixalan,1,0,0.00,2.99,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/dire_fleet_ravager__foil/1535483,,,B075QMFDH2,0.00,"",0.005,"",4,,false
Field of Ruin,Ixalan,39,0,0.00,1.99,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/field_of_ruin/1535493,,,B075QMBVKT,0.00,"",0.005,"",4,,false
Emissary of Sunrise,Ixalan,21,0,0.00,0.50,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/emissary_of_sunrise/1535503,,,B075RGNR29,0.00,"",0.005,"",4,,false
Field of Ruin - Foil,Ixalan,2,0,0.00,14.99,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/field_of_ruin__foil/1535513,,,B075RH2KRP,0.00,"",0.005,"",4,,false
Emissary of Sunrise - Foil,Ixalan,0,0,0.00,0.99,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/emissary_of_sunrise__foil/1535523,,,B075RG96P4,0.00,"",0.005,"",4,,false
Fleet Swallower,Ixalan,9,0,0.00,0.99,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/fleet_swallower/1535533,,,B075RHCVCV,0.00,"",0.005,"",4,,false
Demystify,Ixalan,60,0,0.00,0.25,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/demystify/1535543,,,B075RH53X9,0.00,"",0.005,"",4,,false
Depths of Desire,Ixalan,60,0,0.00,0.25,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/depths_of_desire/1535553,,,B075RHMZDG,0.00,"",0.005,"",4,,false
Desperate Castaways,Ixalan,60,0,0.00,0.25,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/desperate_castaways/1535563,,,B075RGX2H6,0.00,"",0.005,"",4,,false
Dire Fleet Hoarder,Ixalan,59,0,0.00,0.25,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/dire_fleet_hoarder/1535573,,,B075RHTTGH,0.00,"",0.005,"",4,,false
Elaborate Firecannon,Ixalan,12,0,0.00,0.50,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/elaborate_firecannon/1535583,,,B075RGR1Y8,0.00,"",0.005,"",4,,false
Emergent Growth,Ixalan,12,0,0.00,0.50,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/emergent_growth/1535593,,,B075RHSDG9,0.00,"",0.005,"",4,,false
Encampment Keeper,Ixalan,60,0,0.00,0.25,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/encampment_keeper/1535603,,,B075RJJ9WC,0.00,"",0.005,"",4,,false
Fathom Fleet Cutthroat,Ixalan,60,0,0.00,0.25,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/fathom_fleet_cutthroat/1535613,,,B075RGKMZY,0.00,"",0.005,"",4,,false
Fathom Fleet Firebrand,Ixalan,60,0,0.00,0.25,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/fathom_fleet_firebrand/1535623,,,B075RGTG6Q,0.00,"",0.005,"",4,,false
Fire Shrine Keeper,Ixalan,60,0,0.00,0.25,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/fire_shrine_keeper/1535633,,,B075RH2Y73,0.00,"",0.005,"",4,,false
Firecannon Blast,Ixalan,60,0,0.00,0.25,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/firecannon_blast/1535643,,,B075RGTFP4,0.00,"",0.005,"",4,,false
Frenzied Raptor,Ixalan,60,0,0.00,0.25,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/frenzied_raptor/1535693,,,B075RGFXPF,0.00,"",0.005,"",4,,false
Gilded Sentinel,Ixalan,60,0,0.00,0.25,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/gilded_sentinel/1535703,,,B075RJ1KRF,0.00,"",0.005,"",4,,false
Glorifier of Dusk,Ixalan,18,0,0.00,0.50,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/glorifier_of_dusk/1535713,,,B075RGZV8J,0.00,"",0.005,"",4,,false
Grim Captain's Call,Ixalan,22,0,0.00,0.50,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/grim_captains_call/1535723,,,B075RJ7NXV,0.00,"",0.005,"",4,,false
Headstrong Brute,Ixalan,60,0,0.00,0.25,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/headstrong_brute/1535733,,,B075RGFGVG,0.00,"",0.005,"",4,,false
Hierophant's Chalice,Ixalan,60,0,0.00,0.25,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/hierophants_chalice/1535743,,,B075RGCPVJ,0.00,"",0.005,"",4,,false
Hijack,Ixalan,60,0,0.00,0.25,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/hijack/1535753,,,B075RHCNNZ,0.00,"",0.005,"",4,,false
Dire Fleet Interloper,Ixalan,60,0,0.00,0.25,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/dire_fleet_interloper/1535763,,,B075RNGXZY,0.00,"",0.005,"",4,,false
Dive Down,Ixalan,52,0,0.00,0.25,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/dive_down/1535773,,,B075RJ7DFV,0.00,"",0.005,"",4,,false
Dual Shot,Ixalan,60,0,0.00,0.25,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/dual_shot/1535783,,,B075RQ2XRZ,0.00,"",0.005,"",4,,false
Heartless Pillage,Ixalan,11,0,0.00,0.50,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/heartless_pillage/1535793,,,B075RP47CV,0.00,"",0.005,"",4,,false
Fleet Swallower - Foil,Ixalan,1,0,0.00,1.99,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/fleet_swallower__foil/1535803,,,B075S1C895,0.00,"",0.005,"",4,,false
Demystify - Foil,Ixalan,2,0,0.00,0.50,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/demystify__foil/1535813,,,B075RR3LP5,0.00,"",0.005,"",4,,false
Depths of Desire - Foil,Ixalan,3,0,0.00,0.50,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/depths_of_desire__foil/1535823,,,B075RVH5PT,0.00,"",0.005,"",4,,false
Desperate Castaways - Foil,Ixalan,4,0,0.00,0.50,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/desperate_castaways__foil/1535833,,,B075RRN3YZ,0.00,"",0.005,"",4,,false
Dire Fleet Hoarder - Foil,Ixalan,1,0,0.00,0.50,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/dire_fleet_hoarder__foil/1535843,,,B075RSRX2M,0.00,"",0.005,"",4,,false
Elaborate Firecannon - Foil,Ixalan,3,0,0.00,0.99,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/elaborate_firecannon__foil/1535853,,,B075RTXPNV,0.00,"",0.005,"",4,,false
Emergent Growth - Foil,Ixalan,1,0,0.00,0.75,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/emergent_growth__foil/1535863,,,B075RTHF77,0.00,"",0.005,"",4,,false
Encampment Keeper - Foil,Ixalan,0,0,0.00,0.50,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/encampment_keeper__foil/1535873,,,B075RSW64G,0.00,"",0.005,"",4,,false
Fathom Fleet Cutthroat - Foil,Ixalan,0,0,0.00,0.50,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/fathom_fleet_cutthroat__foil/1535883,,,B075RMN5WW,0.00,"",0.005,"",4,,false
Fathom Fleet Firebrand - Foil,Ixalan,5,0,0.00,0.50,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/fathom_fleet_firebrand__foil/1535893,,,B075RLVMG7,0.00,"",0.005,"",4,,false
Fire Shrine Keeper - Foil,Ixalan,4,0,0.00,0.50,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/fire_shrine_keeper__foil/1535903,,,B075RNNWQR,0.00,"",0.005,"",4,,false
Firecannon Blast - Foil,Ixalan,0,0,0.00,0.50,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/firecannon_blast__foil/1535913,,,B075RLHJHH,0.00,"",0.005,"",4,,false
Forest (276) - Foil,Ixalan,0,0,0.00,0.99,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/forest_276__foil/1535923,"","",B075RN7KGM,0.00,"",0.005,"",4,false,false
Forest (277) - Foil,Ixalan,0,0,0.00,0.99,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/forest_277__foil/1535933,,,B075RKTC4N,0.00,"",0.005,"",4,,false
Forest (278) - Foil,Ixalan,0,0,0.00,0.99,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/forest_278__foil/1535943,,,B075RP79BR,0.00,"",0.005,"",4,,false
Forest (279) - Foil,Ixalan,0,0,0.00,0.99,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/forest_279__foil/1535953,,,B075RPQ3LN,0.00,"",0.005,"",4,,false
Frenzied Raptor - Foil,Ixalan,2,0,0.00,0.50,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/frenzied_raptor__foil/1535963,,,B075RMXZ69,0.00,"",0.005,"",4,,false
Gilded Sentinel - Foil,Ixalan,3,0,0.00,0.50,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/gilded_sentinel__foil/1535973,,,B075RTSV8R,0.00,"",0.005,"",4,,false
Glorifier of Dusk - Foil,Ixalan,4,0,0.00,0.99,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/glorifier_of_dusk__foil/1535983,,,B075RRK8BV,0.00,"",0.005,"",4,,false
Grim Captain's Call - Foil,Ixalan,0,0,0.00,0.99,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/grim_captains_call__foil/1535993,,,B075RS2V5R,0.00,"",0.005,"",4,,false
Headstrong Brute - Foil,Ixalan,2,0,0.00,0.50,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/headstrong_brute__foil/1536003,,,B075RRR8BX,0.00,"",0.005,"",4,,false
Hierophant's Chalice - Foil,Ixalan,0,0,0.00,0.50,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/hierophants_chalice__foil/1536013,,,B075RT3PTY,0.00,"",0.005,"",4,,false
Hijack - Foil,Ixalan,4,0,0.00,0.50,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/hijack__foil/1536023,,,B075RMW636,0.00,"",0.005,"",4,,false
Kinjalli's Sunwing,Ixalan,23,0,0.00,0.99,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/kinjallis_sunwing/1536033,,,B075NRT6KY,0.00,"",0.005,"",4,,false
"Kopala, Warden of Waves",Ixalan,16,0,0.00,0.99,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/kopala_warden_of_waves/1536043,,,B075NVDLTW,0.00,"",0.005,"",4,,false
"Mavren Fein, Dusk Apostle",Ixalan,5,0,0.00,0.99,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/mavren_fein_dusk_apostle/1536053,,,B075NT21VL,0.00,"",0.005,"",4,,false
Hostage Taker,Ixalan,8,0,0.00,4.99,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/hostage_taker/1536063,"","",B075NT2MRY,0.00,"",0.005,"",4,false,false
Kinjalli's Sunwing - Foil,Ixalan,0,0,0.00,1.99,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/kinjallis_sunwing__foil/1536073,,,B075NTTF2K,0.00,"",0.005,"",4,,false
"Kopala, Warden of Waves - Foil",Ixalan,6,0,0.00,3.99,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/kopala_warden_of_waves__foil/1536083,,,B075NT5P5P,0.00,"",0.005,"",4,,false
"Mavren Fein, Dusk Apostle - Foil",Ixalan,1,0,0.00,2.99,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/mavren_fein_dusk_apostle__foil/1536093,,,B075NVM2LV,0.00,"",0.005,"",4,,false
Hostage Taker - Foil,Ixalan,0,0,0.00,7.99,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/hostage_taker__foil/1536103,,,B075NT8JHL,0.00,"",0.005,"",4,,false
"Jace, Cunning Castaway",Ixalan,6,0,0.00,4.99,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/jace_cunning_castaway/1536113,"","",B075NVDPL1,0.00,"",0.005,"",4,false,false
"Jace, Cunning Castaway - Foil",Ixalan,3,0,0.00,9.99,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/jace_cunning_castaway__foil/1536123,"","",B075NTWB8N,0.00,"",0.005,"",4,false,false
Old-Growth Dryads,Ixalan,41,0,0.00,0.99,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/oldgrowth_dryads/1536133,,,B075NTY3D5,0.00,"",0.005,"",4,,false
Old-Growth Dryads - Foil,Ixalan,0,0,0.00,1.49,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/oldgrowth_dryads__foil/1536143,,,B075NTGC8W,0.00,"",0.005,"",4,,false
"Huatli, Warrior Poet",Ixalan,6,0,0.00,4.99,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/huatli_warrior_poet/1536153,"","",B075NV4KRQ,0.00,"",0.005,"",4,false,false
Ixalan's Binding,Ixalan,32,0,0.00,0.75,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/ixalans_binding/1536163,,,B075NW2834,0.00,"",0.005,"",4,,false
Kumena's Speaker,Ixalan,10,0,0.00,0.50,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/kumenas_speaker/1536173,,,B075NTX6SC,0.00,"",0.005,"",4,,false
Lightning Strike,Ixalan,20,0,0.00,0.50,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/lightning_strike/1536183,,,B075NSWG8J,0.00,"",0.005,"",4,,false
Marauding Looter,Ixalan,15,0,0.00,0.50,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/marauding_looter/1536193,,,B075NVKL6Q,0.00,"",0.005,"",4,,false
Pillar of Origins,Ixalan,0,0,0.00,0.50,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/pillar_of_origins/1536203,,,B075NTZY9G,0.00,"",0.005,"",4,,false
"Huatli, Warrior Poet - Foil",Ixalan,0,1,0.00,7.99,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/huatli_warrior_poet__foil/1536213,"","",B075NV58MW,0.00,"",0.005,"",4,false,false
Ixalan's Binding - Foil,Ixalan,5,0,0.00,1.49,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/ixalans_binding__foil/1536223,,,B075NV7HGM,0.00,"",0.005,"",4,,false
Kumena's Speaker - Foil,Ixalan,1,0,0.00,1.99,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/kumenas_speaker__foil/1536233,,,B075NVHZ9R,0.00,"",0.005,"",4,,false
Lightning Strike - Foil,Ixalan,4,0,0.00,1.49,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/lightning_strike__foil/1536243,,,B075NTZ5TJ,0.00,"",0.005,"",4,,false
Marauding Looter - Foil,Ixalan,1,0,0.00,0.99,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/marauding_looter__foil/1536253,,,B075NVVK28,0.00,"",0.005,"",4,,false
Pillar of Origins - Foil,Ixalan,1,0,0.00,1.49,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/pillar_of_origins__foil/1536263,,,B075NVQHDP,0.00,"",0.005,"",4,,false
Kitesail Freebooter,Ixalan,29,0,0.00,0.99,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/kitesail_freebooter/1536273,,,B075NVDWTS,0.00,"",0.005,"",4,,false
Overflowing Insight,Ixalan,7,0,0.00,0.99,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/overflowing_insight/1536283,,,B075NW7RKR,0.00,"",0.005,"",4,,false
Pirate's Cutlass,Ixalan,60,0,0.00,0.25,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/pirates_cutlass/1536293,,,B075NVCMPL,0.00,"",0.005,"",4,,false
Kitesail Freebooter - Foil,Ixalan,2,0,0.00,3.99,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/kitesail_freebooter__foil/1536303,,,B075NXWVWL,0.00,"",0.005,"",4,,false
Overflowing Insight - Foil,Ixalan,0,0,0.00,1.99,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/overflowing_insight__foil/1536313,,,B075NX9QJ2,0.00,"",0.005,"",4,,false
Pirate's Cutlass - Foil,Ixalan,2,0,0.00,0.50,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/pirates_cutlass__foil/1536323,,,B075NXCBG1,0.00,"",0.005,"",4,,false
Opt,Ixalan,53,0,0.00,0.25,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/opt/1536333,,,B075NXFD2F,0.00,"",0.005,"",4,,false
Opt - Foil,Ixalan,0,0,0.00,3.99,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/opt__foil/1536343,,,B075NXGD28,0.00,"",0.005,"",4,,false
Otepec Huntmaster,Ixalan,12,0,0.00,0.99,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/otepec_huntmaster/1536353,,,B075NXWM1K,0.00,"",0.005,"",4,,false
Otepec Huntmaster - Foil,Ixalan,2,0,0.00,1.99,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/otepec_huntmaster__foil/1536363,,,B075QLTL1N,0.00,"",0.005,"",4,,false
Lookout's Dispersal,Ixalan,5,0,0.00,0.50,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/lookouts_dispersal/1536373,,,B075QMQLF3,0.00,"",0.005,"",4,,false
Legion Conquistador,Ixalan,59,0,0.00,0.25,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/legion_conquistador/1536383,,,B075QN31F3,0.00,"",0.005,"",4,,false
Merfolk Branchwalker,Ixalan,13,0,0.00,0.50,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/merfolk_branchwalker/1536393,,"",B075QMY4QL,0.00,"",0.005,"",4,,false
Lurking Chupacabra,Ixalan,14,0,0.00,0.50,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/lurking_chupacabra/1536403,,"",B075QLY18V,0.00,"",0.005,"",4,,false
"Legion's Landing // Adanto, the First Fort",Ixalan,3,0,0.00,2.99,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/legions_landing__adanto_the_first_fort/1536413,,,B075QLSCKP,0.00,"",0.005,"",4,,false
Imperial Lancer,Ixalan,21,0,0.00,0.50,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/imperial_lancer/1536423,,"",B075QMG7PT,0.00,"",0.005,"",4,,false
Makeshift Munitions,Ixalan,12,0,0.00,0.50,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/makeshift_munitions/1536433,,"",B075QN6HB1,0.00,"",0.005,"",4,,false
Lookout's Dispersal - Foil,Ixalan,0,0,0.00,1.49,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/lookouts_dispersal__foil/1536443,,,B075QND4RK,0.00,"",0.005,"",4,,false
Legion Conquistador - Foil,Ixalan,1,0,0.00,0.50,http://expeditionjeux.com/catalog/cartes_individuelles_magic-ixalan_block-ixalan/legion_conquistador__foil/1536453,,,B075QMJCH3,0.00,"",0.005,"",4,,false
